Window,Thread Count,Error Rate Avg,Error Rate Min,Error Rate Max,Ideal Error Rate,Rejection Rate Avg,Rejection Rate Min,Rejection Rate Max,Total Request Time
1,60,0.42,0.0,14.29,0.92,0.39,0.0,13.29,39.17
2,60,0.34,0.0,14.29,0.85,0.62,0.0,23.91,87.05
3,60,0.29,0.0,11.11,0.78,0.75,0.0,29.24,161.04
4,60,0.22,0.0,7.69,0.72,0.78,0.0,30.07,207.79
5,60,0.36,0.0,9.09,0.67,0.94,0.0,30.73,271.77
6,60,0.59,0.0,9.09,0.61,1.26,0.0,28.32,336.17
7,60,0.72,0.0,8.0,0.57,1.61,0.0,27.2,391.29
8,60,0.68,0.0,8.0,0.52,1.85,0.0,28.68,435.21
9,60,0.68,0.0,6.67,0.48,2.03,0.0,28.31,513.76
10,60,0.51,0.0,5.0,0.44,2.01,0.0,26.56,581.04
11,60,0.53,0.0,5.26,0.41,2.02,0.0,23.09,623.88
12,60,0.61,0.0,4.35,0.38,2.1,0.0,21.08,697.82
13,60,0.71,0.0,5.56,0.35,2.25,0.0,19.09,756.29
14,60,0.8,0.0,6.06,0.32,2.45,0.0,19.4,822.15
15,60,0.96,0.0,8.33,0.3,2.75,0.0,20.49,877.39
16,60,0.91,0.0,6.9,0.27,2.94,0.0,18.67,936.25
17,60,0.83,0.0,7.69,0.25,3.01,0.0,17.69,994.51
18,60,0.78,0.0,7.69,0.23,3.02,0.0,21.19,1054.32
19,60,0.73,0.0,6.06,0.21,2.99,0.0,22.64,1116.45
20,60,0.79,0.0,6.9,0.2,3.03,0.0,24.62,1170.14
21,60,0.78,0.0,6.06,0.18,3.06,0.0,25.35,1229.42
22,60,0.75,0.0,5.56,0.17,3.05,0.0,25.43,1291.44
23,60,0.82,0.0,5.56,0.15,3.12,0.0,25.48,1351.4
24,60,1.01,0.0,8.33,0.14,3.37,0.0,25.67,1411.62
25,60,0.8,0.0,8.11,0.13,3.37,0.0,20.14,1476.68
26,60,0.84,0.0,6.98,0.12,3.4,0.0,17.91,1532.43
27,60,0.86,0.0,7.32,0.11,3.45,0.0,21.26,1592.63
28,60,1.09,0.0,6.98,0.1,3.72,0.0,23.59,1658.43
29,60,1.07,0.0,6.9,0.09,3.91,0.0,24.35,1714.44
30,60,1.21,0.0,9.09,0.09,4.21,0.0,24.73,1778.97
31,60,1.22,0.0,8.7,0.08,4.47,0.0,25.72,1835.27
32,60,1.06,0.0,10.0,0.07,4.51,0.0,28.01,1897.16
33,60,0.96,0.0,8.7,0.07,4.45,0.0,30.91,1944.34
34,60,0.89,0.0,7.41,0.06,4.34,0.0,31.67,2015.71
35,60,0.95,0.0,7.41,0.06,4.31,0.0,31.78,2080.78
36,60,0.98,0.0,8.0,0.05,4.33,0.0,31.87,2130.42
37,60,0.91,0.0,6.25,0.05,4.27,0.0,31.51,2195.73
38,60,0.73,0.0,4.76,0.05,4.06,0.0,28.41,2252.79
39,60,0.81,0.0,5.56,0.04,3.96,0.0,25.71,2314.11
40,60,0.77,0.0,5.41,0.04,3.85,0.0,22.95,2370.34
