Window,Thread Count,Error Rate Avg,Error Rate Min,Error Rate Max,Ideal Error Rate,Rejection Rate Avg,Rejection Rate Min,Rejection Rate Max,Total Request Time
1,60,1.11,0.0,11.11,0.92,1.01,0.0,10.11,78.83
2,60,1.06,0.0,5.56,0.85,0.91,0.0,5.01,138.94
3,60,1.27,0.0,6.9,0.78,0.99,0.0,6.17,198.6
4,60,1.47,0.0,5.26,0.72,1.09,0.0,4.5,258.88
5,60,1.34,0.0,4.17,0.67,0.94,0.0,3.44,319.09
6,60,1.21,0.0,3.45,0.61,0.76,0.0,2.74,378.73
7,60,1.08,0.0,2.94,0.57,0.62,0.0,2.19,438.76
8,60,1.15,0.0,3.9,0.52,0.65,0.0,3.0,499.19
9,60,1.08,0.0,3.49,0.52,0.56,0.0,2.73,558.88
10,60,1.02,0.0,4.12,0.52,0.5,0.0,3.24,618.43
11,60,1.06,0.0,5.05,0.52,0.53,0.0,4.21,678.65
12,60,1.08,0.0,4.08,0.38,0.57,0.0,3.23,739.49
13,60,1.04,0.0,4.08,0.35,0.59,0.0,3.2,798.32
14,60,0.94,0.0,3.06,0.32,0.48,0.0,2.6,859.0
15,60,0.92,0.0,3.09,0.3,0.47,0.0,2.6,918.76
16,60,0.94,0.0,3.09,0.27,0.5,0.0,2.59,978.15
17,60,0.96,0.0,3.06,0.25,0.51,0.0,2.61,1038.8
18,60,1.02,0.0,3.06,0.42,0.59,0.0,2.67,1098.48
19,60,1.05,0.0,4.0,0.42,0.62,0.0,3.63,1158.67
20,60,1.17,0.0,4.0,0.42,0.74,0.0,3.66,1218.87
21,60,1.12,0.0,4.04,0.43,0.71,0.0,3.23,1278.41
22,60,1.08,0.0,4.95,0.43,0.71,0.0,4.81,1338.24
23,60,1.0,0.0,5.0,0.43,0.66,0.0,4.95,1398.32
24,60,1.07,0.0,5.0,0.44,0.73,0.0,4.95,1458.69
25,60,1.1,0.0,4.95,0.35,0.77,0.0,4.89,1518.62
26,60,1.12,0.0,5.0,0.36,0.8,0.0,4.93,1578.17
27,60,1.14,0.0,5.0,0.36,0.81,0.0,4.92,1638.48
28,60,1.09,0.0,4.04,0.36,0.78,0.0,3.87,1699.02
29,60,1.14,0.0,4.04,0.56,0.81,0.0,3.86,1758.39
30,60,1.02,0.0,3.06,0.51,0.72,0.0,2.81,1818.78
31,60,1.07,0.0,5.0,0.47,0.77,0.0,4.51,1878.7
32,60,1.04,0.0,5.0,0.44,0.76,0.0,4.58,1938.65
33,60,1.08,0.0,5.05,0.4,0.8,0.0,4.63,1997.88
34,60,1.08,0.0,5.1,0.83,0.81,0.0,4.68,2057.16
35,60,1.02,0.0,5.1,0.37,0.75,0.0,4.68,2118.55
36,60,1.0,0.0,4.08,0.37,0.76,0.0,3.6,2179.14
37,60,0.93,0.0,3.09,0.84,0.69,0.0,2.54,2237.16
38,60,0.9,0.0,3.13,0.84,0.67,0.0,2.77,2298.41
39,60,0.95,0.0,4.12,0.23,0.71,0.0,3.85,2359.24
40,60,0.93,0.0,4.12,0.21,0.73,0.0,3.88,2417.34
41,60,0.9,0.0,4.12,0.21,0.69,0.0,3.87,2478.11
42,60,0.88,0.0,4.21,0.19,0.69,0.0,3.96,2537.42
43,60,0.9,0.0,3.16,0.29,0.72,0.0,2.91,2597.56
44,60,0.86,0.0,4.12,0.29,0.69,0.0,3.82,2659.27
45,60,0.91,0.0,4.12,0.3,0.72,0.0,3.85,2717.88
46,60,1.0,0.0,4.12,0.3,0.79,0.0,3.84,2777.85
47,60,1.03,0.0,4.12,0.3,0.83,0.0,3.83,2839.2
48,60,0.92,0.0,3.13,0.3,0.74,0.0,3.06,2898.39
49,60,0.83,0.0,3.13,0.31,0.64,0.0,2.86,2958.7
50,60,0.86,0.0,4.08,0.31,0.66,0.0,3.84,3018.43
51,60,0.84,0.0,4.12,0.31,0.67,0.0,3.92,3078.44
52,60,0.85,0.0,4.04,0.32,0.68,0.0,3.83,3138.38
53,60,0.8,0.0,4.04,0.32,0.63,0.0,3.82,3197.98
54,60,0.8,0.0,5.0,0.32,0.63,0.0,4.81,3258.21
55,60,0.85,0.0,5.0,0.32,0.7,0.0,4.84,3318.46
56,60,0.8,0.0,4.0,0.32,0.65,0.0,3.79,3378.22
57,60,0.8,0.0,3.06,0.33,0.64,0.0,2.8,3438.36
58,45,0.89,0.0,3.06,0.33,0.74,0.0,2.83,3497.17
59,60,0.87,0.0,3.06,0.17,0.69,0.0,2.82,3557.97
60,60,8.37,0.0,14.02,0.17,8.21,0.0,14.09,3620.2
61,60,22.7,9.71,28.7,0.17,24.58,9.52,31.97,3656.33
62,60,32.73,25.0,37.07,0.17,40.74,26.96,48.02,3674.65
63,60,39.9,32.41,44.35,0.18,56.01,41.13,64.29,3687.82
64,59,46.67,40.19,50.46,0.18,72.58,56.54,82.46,3697.96
65,60,52.93,46.53,56.86,0.16,90.93,72.49,100.0,3703.7
